idx,+pts_knn_prediction_0,+pts_knn_prediction_0.01,+pts_knn_prediction_0.02,+pts_knn_prediction_0.03,+pts_knn_prediction_0.04,+pts_knn_prediction_0.05,+pts_knn_prediction_0.06,+pts_knn_prediction_0.07,+pts_knn_prediction_0.08,+pts_knn_prediction_0.09,+pts_knn_prediction_0.1,+pts_lightgbc_prediction_0,+pts_lightgbc_prediction_0.01,+pts_lightgbc_prediction_0.02,+pts_lightgbc_prediction_0.03,+pts_lightgbc_prediction_0.04,+pts_lightgbc_prediction_0.05,+pts_lightgbc_prediction_0.06,+pts_lightgbc_prediction_0.07,+pts_lightgbc_prediction_0.08,+pts_lightgbc_prediction_0.09,+pts_lightgbc_prediction_0.1,+pts_linsvc_prediction_0,+pts_linsvc_prediction_0.01,+pts_linsvc_prediction_0.02,+pts_linsvc_prediction_0.03,+pts_linsvc_prediction_0.04,+pts_linsvc_prediction_0.05,+pts_linsvc_prediction_0.06,+pts_linsvc_prediction_0.07,+pts_linsvc_prediction_0.08,+pts_linsvc_prediction_0.09,+pts_linsvc_prediction_0.1,+pts_log_prediction_0,+pts_log_prediction_0.01,+pts_log_prediction_0.02,+pts_log_prediction_0.03,+pts_log_prediction_0.04,+pts_log_prediction_0.05,+pts_log_prediction_0.06,+pts_log_prediction_0.07,+pts_log_prediction_0.08,+pts_log_prediction_0.09,+pts_log_prediction_0.1,accuracy_voter_prediction_0,accuracy_voter_prediction_0.01,accuracy_voter_prediction_0.02,accuracy_voter_prediction_0.03,accuracy_voter_prediction_0.04,accuracy_voter_prediction_0.05,accuracy_voter_prediction_0.06,accuracy_voter_prediction_0.07,accuracy_voter_prediction_0.08,accuracy_voter_prediction_0.09,accuracy_voter_prediction_0.1,combined_voter_prediction_0,combined_voter_prediction_0.01,combined_voter_prediction_0.02,combined_voter_prediction_0.03,combined_voter_prediction_0.04,combined_voter_prediction_0.05,combined_voter_prediction_0.06,combined_voter_prediction_0.07,combined_voter_prediction_0.08,combined_voter_prediction_0.09,combined_voter_prediction_0.1,loss_voter_prediction_0,loss_voter_prediction_0.01,loss_voter_prediction_0.02,loss_voter_prediction_0.03,loss_voter_prediction_0.04,loss_voter_prediction_0.05,loss_voter_prediction_0.06,loss_voter_prediction_0.07,loss_voter_prediction_0.08,loss_voter_prediction_0.09,loss_voter_prediction_0.1,raw_keras_prediction_0,raw_keras_prediction_0.01,raw_keras_prediction_0.02,raw_keras_prediction_0.03,raw_keras_prediction_0.04,raw_keras_prediction_0.05,raw_keras_prediction_0.06,raw_keras_prediction_0.07,raw_keras_prediction_0.08,raw_keras_prediction_0.09,raw_keras_prediction_0.1,raw_lightgbc_prediction_0,raw_lightgbc_prediction_0.01,raw_lightgbc_prediction_0.02,raw_lightgbc_prediction_0.03,raw_lightgbc_prediction_0.04,raw_lightgbc_prediction_0.05,raw_lightgbc_prediction_0.06,raw_lightgbc_prediction_0.07,raw_lightgbc_prediction_0.08,raw_lightgbc_prediction_0.09,raw_lightgbc_prediction_0.1,raw_log_prediction_0,raw_log_prediction_0.01,raw_log_prediction_0.02,raw_log_prediction_0.03,raw_log_prediction_0.04,raw_log_prediction_0.05,raw_log_prediction_0.06,raw_log_prediction_0.07,raw_log_prediction_0.08,raw_log_prediction_0.09,raw_log_prediction_0.1
2017-12-16W_Kentucky,6554.0,6380.0,4306.0,4493.0,2202.0,1857.0,1630.0,1186.0,696.0,904.0,904.0,16993.0,10904.0,9178.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,447.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,333.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,545.0,697.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-707.0,530.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-16Wash_State,6441.0,6380.0,4306.0,4493.0,2202.0,1857.0,1630.0,1186.0,696.0,904.0,904.0,17093.0,10904.0,9178.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,447.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,333.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,545.0,697.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-707.0,530.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-16Wichita_St,6541.0,6480.0,4406.0,4593.0,2302.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16983.0,10794.0,9178.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,447.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,333.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,545.0,697.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-707.0,530.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-16Xavier,6436.0,6375.0,4301.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16878.0,10689.0,9073.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,447.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,545.0,697.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-707.0,530.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Colorado_St,6436.0,6375.0,4301.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16878.0,10689.0,9073.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-805.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17E_Washingtn,6536.0,6475.0,4301.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16978.0,10689.0,9073.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-805.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Furman,6536.0,6475.0,4301.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17078.0,10789.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17GA_Tech,6536.0,6475.0,4301.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17078.0,10789.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17La_Salle,6636.0,6575.0,4401.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17078.0,10789.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Montana,6526.0,6465.0,4401.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16968.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17N_Carolina,6526.0,6465.0,4401.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16968.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Old_Dominion,6626.0,6565.0,4501.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16968.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Penn_State,6511.0,6450.0,4501.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16968.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17South_Dakota,6511.0,6450.0,4501.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16968.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17St_Johns,6511.0,6450.0,4501.0,4488.0,2197.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16968.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Stanford,6611.0,6550.0,4601.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16858.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,228.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-584.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17USC,6611.0,6550.0,4601.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16858.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,123.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-689.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-17Washington,6506.0,6445.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16753.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,123.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-689.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Creighton,6394.0,6445.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16753.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,349.0,715.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,123.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2835.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3046.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2842.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-689.0,-537.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-705.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Drexel,6494.0,6545.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16753.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,223.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2935.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3146.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2942.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-589.0,-437.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-605.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18E_Carolina,6494.0,6545.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16753.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,223.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2935.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3146.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2942.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-489.0,-437.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-605.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Florida_St,6389.0,6440.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16853.0,10679.0,9173.0,5750.0,3691.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,223.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2935.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3146.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2942.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-489.0,-437.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-605.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Gonzaga,6389.0,6440.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16953.0,10779.0,9273.0,5850.0,3791.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,223.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2935.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3146.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2942.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-489.0,-437.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-605.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Idaho_State,6389.0,6440.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,16953.0,10779.0,9273.0,5850.0,3791.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,223.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2935.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3146.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2942.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-489.0,-437.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-605.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Indiana,6389.0,6440.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17053.0,10879.0,9273.0,5850.0,3791.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,223.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,2935.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3146.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,2942.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-389.0,-437.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-505.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Kansas,6489.0,6540.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17153.0,10979.0,9273.0,5850.0,3791.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,323.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3035.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3246.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3042.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-289.0,-337.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-505.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Marquette,6489.0,6540.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17153.0,10979.0,9273.0,5850.0,3791.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,449.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,213.0,1473.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3035.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3246.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3042.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-289.0,-337.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-505.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
2017-12-18Michigan_St,6589.0,6540.0,4496.0,4588.0,2297.0,1957.0,1630.0,1186.0,696.0,904.0,904.0,17253.0,11079.0,9273.0,5850.0,3791.0,2591.0,1691.0,1491.0,1391.0,1191.0,1091.0,549.0,815.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,313.0,1573.0,1202.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3135.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3346.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3142.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-189.0,-337.0,702.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,447.0,599.0,1008.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-505.0,432.0,742.0,1122.0,1400,1200,1200,1000,1000,1000,1000
